"scientificname","AphiaID","valid_AphiaID","worms_name","status","kingdom","phylum","class","order","family","rank","genus","species","origin","endemic","deepsea","distribution","localName","common","fishery"
"Cystisoma fabricii",103243,103243,"Cystisoma fabricii","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Cystisomatidae","Species","Cystisoma","Cystisoma fabricii","bishop",NA,NA,NA,NA,NA,NA
"Cystisoma latipes",103244,103244,"Cystisoma latipes","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Cystisomatidae","Species","Cystisoma","Cystisoma latipes","bishop",NA,NA,NA,NA,NA,NA
"Hyperia bengalensis",847744,236568,"Lestrigonus bengalensis","unaccepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Species","Hyperia","Lestrigonus bengalensis","bishop",NA,NA,NA,NA,NA,NA
"Hyperia luzoni",847747,236558,"Hyperietta luzoni","unaccepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Species","Hyperia","Hyperietta luzoni","bishop",NA,NA,NA,NA,NA,NA
"Scypholanceola vanhoeffeni",196596,180730,"Scypholanceola aestiva","unaccepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Lanceolidae","Species","Scypholanceola","Scypholanceola aestiva","bishop",NA,NA,NA,NA,NA,NA
"Calamorhynchus pellucidus",236582,236582,"Calamorhynchus pellucidus","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Oxycephalidae","Species","Calamorhynchus","Calamorhynchus pellucidus","bishop",NA,NA,NA,NA,NA,NA
"Oxycephalus clausi",220731,220731,"Oxycephalus clausi","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Oxycephalidae","Species","Oxycephalus","Oxycephalus clausi","bishop",NA,NA,NA,NA,NA,NA
"Oxycephalus piscator",236589,236589,"Oxycephalus piscator","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Oxycephalidae","Species","Oxycephalus","Oxycephalus piscator","bishop",NA,NA,NA,NA,NA,NA
"Rhabdosoma armatum",547495,547495,"Rhabdosoma armatum","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Oxycephalidae","Species","Rhabdosoma","Rhabdosoma armatum","bishop",NA,NA,NA,NA,NA,NA
"Rhabdosoma minor",547496,547496,"Rhabdosoma minor","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Oxycephalidae","Species","Rhabdosoma","Rhabdosoma minor","bishop",NA,NA,NA,NA,NA,NA
"Rhabdosoma whitei",220733,220733,"Rhabdosoma whitei","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Oxycephalidae","Species","Rhabdosoma","Rhabdosoma whitei","bishop",NA,NA,NA,NA,NA,NA
"Streetsia challengeri",236592,236592,"Streetsia challengeri","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Oxycephalidae","Species","Streetsia","Streetsia challengeri","bishop",NA,NA,NA,NA,NA,NA
"Paraphronima crassipes",236596,236596,"Paraphronima crassipes","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Paraphronimidae","Species","Paraphronima","Paraphronima crassipes","bishop",NA,NA,NA,NA,NA,NA
"Phronima atlantica",103271,103271,"Phronima atlantica","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Phronimidae","Species","Phronima","Phronima atlantica","bishop",NA,NA,NA,NA,NA,NA
"Phronima colletti",236606,236606,"Phronima colletti","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Phronimidae","Species","Phronima","Phronima colletti","bishop",NA,NA,NA,NA,NA,NA
"Phronima sedentaria",103272,103272,"Phronima sedentaria","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Phronimidae","Species","Phronima","Phronima sedentaria","bishop",NA,NA,NA,NA,NA,NA
"Phronimella elongata",236611,236611,"Phronimella elongata","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Phronimidae","Species","Phronimella","Phronimella elongata","bishop",NA,NA,NA,NA,NA,NA
"Phrosina semilunata",103273,103273,"Phrosina semilunata","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Phrosinidae","Species","Phrosina","Phrosina semilunata","bishop",NA,NA,NA,NA,NA,NA
"Primno macropa",180759,180759,"Primno macropa","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Phrosinidae","Species","Primno","Primno macropa","bishop",NA,NA,NA,NA,NA,NA
"Platyscelus armatus",549290,549290,"Platyscelus armatus","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Platyscelidae","Species","Platyscelus","Platyscelus armatus","bishop",NA,NA,NA,NA,NA,NA
"Platyscelus serratulus",236623,236623,"Platyscelus serratulus","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Platyscelidae","Species","Platyscelus","Platyscelus serratulus","bishop",NA,NA,NA,NA,NA,NA
"Tetrathyrus arafurae",549291,549291,"Tetrathyrus arafurae","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Platyscelidae","Species","Tetrathyrus","Tetrathyrus arafurae","bishop",NA,NA,NA,NA,NA,NA
"Eupronoe minuta",236628,236628,"Eupronoe minuta","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Eupronoidae","Species","Eupronoe","Eupronoe minuta","bishop",NA,NA,NA,NA,NA,NA
"Parapronoe crustulum",421616,421616,"Parapronoe crustulum","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Eupronoidae","Species","Parapronoe","Parapronoe crustulum","bishop",NA,NA,NA,NA,NA,NA
"Vibilia armata",236632,236632,"Vibilia armata","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Vibiliidae","Species","Vibilia","Vibilia armata","bishop",NA,NA,NA,NA,NA,NA
"Vibilia viatrix",236634,236634,"Vibilia viatrix","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Vibiliidae","Species","Vibilia","Vibilia viatrix","bishop",NA,NA,NA,NA,NA,NA
"Caprella andreae",101825,101825,"Caprella andreae","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Species","Caprella","Caprella andreae","bishop",NA,NA,NA,NA,NA,NA
"Caprella danilevskii",101827,101827,"Caprella danilevskii","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Species","Caprella","Caprella danilevskii","bishop",NA,NA,NA,NA,NA,NA
"Caprella equilibra",101830,101830,"Caprella equilibra","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Species","Caprella","Caprella equilibra","bishop",NA,NA,NA,NA,NA,NA
"Caprella penantis",101846,101846,"Caprella penantis","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Species","Caprella","Caprella penantis","bishop",NA,NA,NA,NA,NA,NA
"Caprella scaura",236551,236551,"Caprella scaura","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Species","Caprella","Caprella scaura","bishop",NA,NA,NA,NA,NA,NA
"Hemiaegina minuta",220749,220749,"Hemiaegina minuta","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Species","Hemiaegina","Hemiaegina minuta","bishop",NA,NA,NA,NA,NA,NA
"Paracaprella pusilla",211364,211364,"Paracaprella pusilla","accepted","Animalia","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Species","Paracaprella","Paracaprella pusilla","bishop",NA,NA,NA,NA,NA,NA
"Aniculus hopperae",367403,367403,"Aniculus hopperae","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","Species","Aniculus","Aniculus hopperae","bishop",NA,NA,NA,NA,NA,NA
"Aniculus maximus",208664,208664,"Aniculus maximus","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","Species","Aniculus","Aniculus maximus","bishop",NA,NA,NA,NA,NA,NA
"Calcinus argus",367432,367432,"Calcinus argus","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","Species","Calcinus","Calcinus argus","bishop",NA,NA,NA,NA,NA,NA
"Calcinus elegans",208679,208679,"Calcinus elegans","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","Species","Calcinus","Calcinus elegans","bishop",NA,NA,NA,NA,NA,NA
"Calcinus guamensis",367438,367438,"Calcinus guamensis","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","Species","Calcinus","Calcinus guamensis","bishop",NA,NA,NA,NA,NA,NA
"Calcinus haigae",246235,246235,"Calcinus haigae","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","Species","Calcinus","Calcinus haigae","bishop",NA,NA,NA,NA,NA,NA
"Calcinus hazletti",367440,367440,"Calcinus hazletti","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","Species","Calcinus","Calcinus hazletti","bishop",NA,NA,NA,NA,NA,NA
"Calcinus laevimanus",208669,208669,"Calcinus laevimanus","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","Species","Calcinus","Calcinus laevimanus","bishop",NA,NA,NA,NA,NA,NA
"Calcinus latens",208677,208677,"Calcinus latens","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","Species","Calcinus","Calcinus latens","bishop",NA,NA,NA,NA,NA,NA
"Calcinus laurentae",367445,367445,"Calcinus laurentae","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","Species","Calcinus","Calcinus laurentae","bishop",NA,NA,NA,NA,NA,NA
"Calcinus seurati",208674,208674,"Calcinus seurati","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","Species","Calcinus","Calcinus seurati","bishop",NA,NA,NA,NA,NA,NA
"Ciliopagurus albatrossi",367474,367474,"Ciliopagurus albatrossi","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","Species","Ciliopagurus","Ciliopagurus albatrossi","bishop",NA,NA,NA,NA,NA,NA
"Ciliopagurus hawaiiensis",367479,367479,"Ciliopagurus hawaiiensis","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","Species","Ciliopagurus","Ciliopagurus hawaiiensis","bishop",NA,NA,NA,NA,NA,NA
"Ciliopagurus strigatus",246257,246257,"Ciliopagurus strigatus","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","Species","Ciliopagurus","Ciliopagurus strigatus","bishop",NA,NA,NA,NA,NA,NA
"Clibanarius zebra",367530,367530,"Clibanarius zebra","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","Species","Clibanarius","Clibanarius zebra","bishop",NA,NA,NA,NA,NA,NA
"Dardanus brachyops",208696,208696,"Dardanus brachyops","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","Species","Dardanus","Dardanus brachyops","bishop",NA,NA,NA,NA,NA,NA
"Dardanus deformis",208730,208730,"Dardanus deformis","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","Species","Dardanus","Dardanus deformis","bishop",NA,NA,NA,NA,NA,NA
"Dardanus gemmatus",208698,208698,"Dardanus gemmatus","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","Species","Dardanus","Dardanus gemmatus","bishop",NA,NA,NA,NA,NA,NA
"Dardanus lagopodes",208704,208704,"Dardanus lagopodes","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","Species","Dardanus","Dardanus lagopodes","bishop",NA,NA,NA,NA,NA,NA
"Dardanus megistos",208700,208700,"Dardanus megistos","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","Species","Dardanus","Dardanus megistos","bishop",NA,NA,NA,NA,NA,NA
"Dardanus pedunculatus",208702,208702,"Dardanus pedunculatus","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","Species","Dardanus","Dardanus pedunculatus","bishop",NA,NA,NA,NA,NA,NA
"Dardanus sanguinocarpus",367592,367592,"Dardanus sanguinocarpus","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","Species","Dardanus","Dardanus sanguinocarpus","bishop",NA,NA,NA,NA,NA,NA
"Dardanus sulcatus",367595,367595,"Dardanus sulcatus","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","Species","Dardanus","Dardanus sulcatus","bishop",NA,NA,NA,NA,NA,NA
"Lithodes longispina",550629,550629,"Lithodes longispina","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Lithodidae","Species","Lithodes","Lithodes longispina","bishop",NA,NA,NA,NA,NA,NA
"Lithodes nintokuae",550631,550631,"Lithodes nintokuae","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Lithodidae","Species","Lithodes","Lithodes nintokuae","bishop",NA,NA,NA,NA,NA,NA
"Catapaguroides setosus",366170,366170,"Catapaguroides setosus","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Species","Catapaguroides","Catapaguroides setosus","bishop",NA,NA,NA,NA,NA,NA
"Catapagurus granulatus",366259,366259,"Catapagurus granulatus","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Species","Catapagurus","Catapagurus granulatus","bishop",NA,NA,NA,NA,NA,NA
"Micropagurus devaneyi",366528,366528,"Micropagurus devaneyi","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Species","Micropagurus","Micropagurus devaneyi","bishop",NA,NA,NA,NA,NA,NA
"Nanopagurus reesei",590265,366134,"Anapagrides reesei","superseded combination","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Species","Nanopagurus","Anapagrides reesei","bishop",NA,NA,NA,NA,NA,NA
"Pagurixus festinus",366564,366564,"Pagurixus festinus","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Species","Pagurixus","Pagurixus festinus","bishop",NA,NA,NA,NA,NA,NA
"Pagurixus nomurai",366635,366635,"Pagurixus nomurai","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Species","Pagurixus","Pagurixus nomurai","bishop",NA,NA,NA,NA,NA,NA
"Pagurus decorus",412328,208679,"Calcinus elegans","junior subjective synonym","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Species","Pagurus","Calcinus elegans","bishop",NA,NA,NA,NA,NA,NA
"Pagurus varipes",208740,208694,"Dardanus tinctor","junior subjective synonym","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Species","Pagurus","Dardanus tinctor","bishop",NA,NA,NA,NA,NA,NA
"Propagurus deprofundis",366890,366890,"Propagurus deprofundis","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Species","Propagurus","Propagurus deprofundis","bishop",NA,NA,NA,NA,NA,NA
"Pygmaeopagurus hadrochirus",366111,366111,"Pygmaeopagurus hadrochirus","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Species","Pygmaeopagurus","Pygmaeopagurus hadrochirus","bishop",NA,NA,NA,NA,NA,NA
"Pylopaguropsis keijii",366922,366922,"Pylopaguropsis keijii","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Species","Pylopaguropsis","Pylopaguropsis keijii","bishop",NA,NA,NA,NA,NA,NA
"Sympagurus affinis",368070,368070,"Sympagurus affinis","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Parapaguridae","Species","Sympagurus","Sympagurus affinis","bishop",NA,NA,NA,NA,NA,NA
"Sympagurus bicristatus",590373,107243,"Oncopagurus bicristatus","superseded combination","Animalia","Arthropoda","Malacostraca","Decapoda","Parapaguridae","Species","Sympagurus","Oncopagurus bicristatus","bishop",NA,NA,NA,NA,NA,NA
"Sympagurus dofleini",368076,368076,"Sympagurus dofleini","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Parapaguridae","Species","Sympagurus","Sympagurus dofleini","bishop",NA,NA,NA,NA,NA,NA
"Sympagurus gracilipes",590406,107249,"Strobopagurus gracilipes","superseded combination","Animalia","Arthropoda","Malacostraca","Decapoda","Parapaguridae","Species","Sympagurus","Strobopagurus gracilipes","bishop",NA,NA,NA,NA,NA,NA
"Sympagurus pacificus",590394,368049,"Paragiopagurus pacificus","superseded combination","Animalia","Arthropoda","Malacostraca","Decapoda","Parapaguridae","Species","Sympagurus","Paragiopagurus pacificus","bishop",NA,NA,NA,NA,NA,NA
"Eumunida picta",158394,158394,"Eumunida picta","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Eumunididae","Species","Eumunida","Eumunida picta","bishop",NA,NA,NA,NA,NA,NA
"Eumunida smithii",392013,392013,"Eumunida smithii","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Eumunididae","Species","Eumunida","Eumunida smithii","bishop",NA,NA,NA,NA,NA,NA
"Pseudomunida fragilis",392037,392037,"Pseudomunida fragilis","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Eumunididae","Species","Pseudomunida","Pseudomunida fragilis","bishop",NA,NA,NA,NA,NA,NA
"Munida brucei",246348,392182,"Babamunida brucei","superseded combination","Animalia","Arthropoda","Malacostraca","Decapoda","Munididae","Species","Munida","Babamunida brucei","bishop",NA,NA,NA,NA,NA,NA
"Munida hawaiiensis",392992,392661,"Paramunida hawaiiensis","superseded combination","Animalia","Arthropoda","Malacostraca","Decapoda","Munididae","Species","Munida","Paramunida hawaiiensis","bishop",NA,NA,NA,NA,NA,NA
"Munida Normani",392812,1605819,"Garymunida normani","superseded combination","Animalia","Arthropoda","Malacostraca","Decapoda","Munididae","Species","Munida","Garymunida normani","bishop",NA,NA,NA,NA,NA,NA
"Phylladiorhynchus integrirostris",392678,392678,"Phylladiorhynchus integrirostris","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Galatheidae","Species","Phylladiorhynchus","Phylladiorhynchus integrirostris","bishop",NA,NA,NA,NA,NA,NA
"Pachycheles attaragos",410128,410128,"Pachycheles attaragos","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Porcellanidae","Species","Pachycheles","Pachycheles attaragos","bishop",NA,NA,NA,NA,NA,NA
"Pachycheles pisoides",410129,410129,"Pachycheles pisoides","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Porcellanidae","Species","Pachycheles","Pachycheles pisoides","bishop",NA,NA,NA,NA,NA,NA
"Petrolisthes coccineus",210119,210119,"Petrolisthes coccineus","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Porcellanidae","Species","Petrolisthes","Petrolisthes coccineus","bishop",NA,NA,NA,NA,NA,NA
"Albunea danai",467795,467795,"Albunea danai","accepted","Animalia","Arthropoda","Malacostraca","Decapoda","Albuneidae","Species","Albunea","Albunea danai","bishop",NA,NA,NA,NA,NA,NA
"Hippa pacifica",865897,467822,"Hippa marmorata","junior subjective synonym","Animalia","Arthropoda","Malacostraca","Decapoda","Hippidae","Species","Hippa","Hippa marmorata","bishop",NA,NA,NA,NA,NA,NA
"Lepidisis olapa",286334,286334,"Lepidisis olapa","uncertain","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Keratoisididae","Species","Lepidisis","Lepidisis olapa","bishop",NA,NA,NA,NA,NA,NA
"Acabaria bicolor",288412,746484,"Melithaea bicolor","unaccepted","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Melithaeidae","Species","Acabaria","Melithaea bicolor","bishop",NA,NA,NA,NA,NA,NA
"Allogorgia exserta",1549755,NA,NA,"nomen dubium","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Plexauridae","Species","Allogorgia",NA,"bishop",NA,NA,NA,NA,NA,NA
"Euplexaura neglecta",1549807,NA,NA,"uncertain","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Euplexauridae","Species","Euplexaura",NA,"bishop",NA,NA,NA,NA,NA,NA
"Narella ornata",286528,286528,"Narella ornata","accepted","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Primnoidae","Species","Narella","Narella ornata","bishop",NA,NA,NA,NA,NA,NA
"Carijoa riisei",395098,395098,"Carijoa riisei","accepted","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Carijoidae","Species","Carijoa","Carijoa riisei","bishop",NA,NA,NA,NA,NA,NA
"Sinularia abrupta",209983,1608810,"Sclerophytum abruptum","superseded combination","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Sinulariidae","Species","Sinularia","Sclerophytum abruptum","bishop",NA,NA,NA,NA,NA,NA
